"","Cell1","Cell2","Cell3","Cell4","Cell5","Cell6","Cell7","Cell8","Cell9","Cell10","Cell11","Cell12","Cell13","Cell14","Cell15","Cell16","Cell17","Cell18","Cell19","Cell20","Cell21","Cell22","Cell23","Cell24","Cell25","Cell26","Cell27","Cell28","Cell29","Cell30","Cell31","Cell32","Cell33","Cell34","Cell35","Cell36","Cell37","Cell38","Cell39","Cell40","Cell41","Cell42","Cell43","Cell44","Cell45","Cell46","Cell47","Cell48","Cell49","Cell50","Cell51","Cell52","Cell53","Cell54","Cell55","Cell56","Cell57","Cell58","Cell59","Cell60","Cell61","Cell62","Cell63","Cell64","Cell65","Cell66","Cell67","Cell68","Cell69","Cell70","Cell71","Cell72","Cell73","Cell74","Cell75","Cell76","Cell77","Cell78","Cell79","Cell80","Cell81","Cell82","Cell83","Cell84","Cell85","Cell86","Cell87","Cell88","Cell89","Cell90","Cell91","Cell92","Cell93","Cell94","Cell95","Cell96","Cell97","Cell98","Cell99","Cell100","Cell101","Cell102","Cell103","Cell104","Cell105","Cell106","Cell107","Cell108","Cell109","Cell110","Cell111","Cell112","Cell113","Cell114","Cell115","Cell116","Cell117","Cell118","Cell119","Cell120","Cell121","Cell122","Cell123","Cell124","Cell125","Cell126","Cell127","Cell128","Cell129","Cell130","Cell131","Cell132","Cell133","Cell134","Cell135","Cell136","Cell137","Cell138","Cell139","Cell140","Cell141","Cell142","Cell143","Cell144","Cell145","Cell146","Cell147","Cell148","Cell149","Cell150","Cell151","Cell152","Cell153","Cell154","Cell155","Cell156","Cell157","Cell158","Cell159","Cell160","Cell161","Cell162","Cell163","Cell164","Cell165","Cell166","Cell167","Cell168","Cell169","Cell170","Cell171","Cell172","Cell173","Cell174","Cell175","Cell176","Cell177","Cell178","Cell179","Cell180","Cell181","Cell182","Cell183","Cell184","Cell185","Cell186","Cell187","Cell188","Cell189","Cell190","Cell191","Cell192","Cell193","Cell194","Cell195","Cell196","Cell197","Cell198","Cell199","Cell200","Cell201","Cell202","Cell203","Cell204","Cell205","Cell206","Cell207","Cell208","Cell209","Cell210","Cell211","Cell212","Cell213","Cell214","Cell215","Cell216","Cell217","Cell218","Cell219","Cell220","Cell221","Cell222","Cell223","Cell224","Cell225","Cell226","Cell227","Cell228","Cell229","Cell230","Cell231","Cell232","Cell233","Cell234","Cell235","Cell236","Cell237","Cell238","Cell239","Cell240","Cell241","Cell242","Cell243","Cell244","Cell245","Cell246","Cell247","Cell248","Cell249","Cell250","Cell251","Cell252","Cell253","Cell254","Cell255","Cell256","Cell257","Cell258","Cell259","Cell260","Cell261","Cell262","Cell263","Cell264","Cell265","Cell266","Cell267","Cell268","Cell269","Cell270","Cell271","Cell272","Cell273","Cell274","Cell275","Cell276","Cell277","Cell278","Cell279","Cell280","Cell281","Cell282","Cell283","Cell284","Cell285","Cell286","Cell287","Cell288","Cell289","Cell290","Cell291","Cell292","Cell293","Cell294","Cell295","Cell296","Cell297","Cell298","Cell299","Cell300","Cell301","Cell302","Cell303","Cell304","Cell305","Cell306","Cell307","Cell308","Cell309","Cell310","Cell311","Cell312","Cell313","Cell314","Cell315","Cell316","Cell317","Cell318","Cell319","Cell320","Cell321","Cell322","Cell323","Cell324","Cell325","Cell326","Cell327","Cell328","Cell329","Cell330","Cell331","Cell332","Cell333","Cell334","Cell335","Cell336","Cell337","Cell338","Cell339","Cell340","Cell341","Cell342","Cell343","Cell344","Cell345","Cell346","Cell347","Cell348","Cell349","Cell350","Cell351","Cell352","Cell353","Cell354","Cell355","Cell356","Cell357","Cell358","Cell359","Cell360","Cell361","Cell362","Cell363","Cell364","Cell365","Cell366","Cell367","Cell368","Cell369","Cell370","Cell371","Cell372","Cell373","Cell374","Cell375","Cell376","Cell377","Cell378","Cell379","Cell380","Cell381","Cell382","Cell383","Cell384","Cell385","Cell386","Cell387","Cell388","Cell389","Cell390","Cell391","Cell392","Cell393","Cell394","Cell395","Cell396","Cell397","Cell398","Cell399","Cell400","Cell401","Cell402","Cell403","Cell404","Cell405","Cell406","Cell407","Cell408","Cell409","Cell410","Cell411","Cell412","Cell413","Cell414","Cell415","Cell416","Cell417","Cell418","Cell419","Cell420","Cell421","Cell422","Cell423","Cell424","Cell425","Cell426","Cell427","Cell428","Cell429","Cell430","Cell431","Cell432","Cell433","Cell434","Cell435","Cell436","Cell437","Cell438","Cell439","Cell440","Cell441","Cell442","Cell443","Cell444","Cell445","Cell446","Cell447","Cell448","Cell449","Cell450","Cell451","Cell452","Cell453","Cell454","Cell455","Cell456","Cell457","Cell458","Cell459","Cell460","Cell461","Cell462","Cell463","Cell464","Cell465","Cell466","Cell467","Cell468","Cell469","Cell470","Cell471","Cell472","Cell473","Cell474","Cell475","Cell476","Cell477","Cell478","Cell479","Cell480","Cell481","Cell482","Cell483","Cell484","Cell485","Cell486","Cell487","Cell488","Cell489","Cell490","Cell491","Cell492","Cell493","Cell494","Cell495","Cell496","Cell497","Cell498","Cell499","Cell500"
"Gene940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Gene941",0,0,3,0,0,3,0,0,5,0,0,0,8,0,5,0,0,3,1,0,0,0,6,0,3,0,5,5,5,0,0,0,0,1,1,0,3,3,0,6,0,6,0,0,6,2,0,0,8,3,2,3,5,1,3,7,0,1,0,4,0,2,1,0,0,0,0,0,5,0,0,5,2,2,0,0,0,2,0,0,0,0,0,4,0,3,0,0,3,0,1,2,0,0,1,1,0,5,1,0,1,0,4,5,2,0,1,2,2,0,2,4,0,9,5,5,0,5,0,0,0,2,0,4,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,0,2,0,0,10,0,0,0,1,5,0,0,1,10,1,0,6,0,0,1,3,0,0,0,0,0,5,0,3,5,1,1,1,0,7,0,0,0,9,0,2,3,6,1,4,3,0,0,0,1,0,2,0,0,0,5,0,5,0,0,4,0,0,3,0,1,2,4,0,0,0,0,0,0,0,1,0,0,8,2,0,0,3,0,0,3,0,4,1,1,0,2,0,0,0,4,0,2,0,4,3,0,0,0,0,0,3,0,0,4,0,0,2,2,0,3,0,11,0,0,0,4,8,0,5,12,0,0,0,0,0,1,0,0,0,0,1,1,4,0,4,0,0,4,10,7,0,1,2,0,1,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,4,0,0,1,0,5,2,0,0,0,2,6,3,2,0,6,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,7,5,0,9,0,2,0,0,4,0,0,1,1,0,0,0,0,1,12,0,0,0,2,4,3,0,0,0,1,0,1,3,2,0,2,0,3,0,0,2,1,0,4,4,6,0,0,0,3,2,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,2,0,0,4,1,1,0,0,0,0,0,0,7,0,0,7,0,0,4,0,0,0,1,9,0,0,0,3,0,2,0,0,0,1,0,10,1,0,0,0,0,0,4,0,0,0,6,0,3,0,0,4,0,3,0,2,0,0,0,0,5,2,3,1,3,0,7,0,0,0,4,0,1
"Gene942",16,0,0,0,0,0,24,0,0,0,0,3,0,0,27,0,0,0,11,14,27,0,0,19,0,0,22,48,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,21,0,0,0,0,9,29,0,0,0,0,0,24,0,12,19,0,0,0,19,0,0,15,0,0,0,0,0,0,0,0,45,0,0,0,0,8,0,0,0,9,7,6,0,15,0,0,0,0,0,6,16,0,23,0,2,0,0,0,0,0,0,0,16,0,11,0,0,0,0,0,0,16,0,0,0,0,0,12,0,0,0,0,22,24,0,0,0,0,0,0,0,26,0,16,0,19,21,8,0,0,0,0,0,10,28,0,0,20,0,0,0,0,0,27,0,0,33,0,0,0,0,0,0,0,0,0,25,0,0,0,27,14,0,0,0,0,0,0,10,0,0,0,0,22,0,0,0,0,25,0,0,0,0,0,0,0,14,0,0,17,0,0,0,9,0,1,0,0,8,0,10,0,25,5,7,0,39,0,0,0,0,0,0,0,0,0,35,0,0,0,22,0,0,0,0,0,0,0,27,0,0,0,11,0,7,0,25,33,0,7,41,0,9,0,0,0,11,0,0,9,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,8,0,39,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,17,0,10,0,0,0,0,11,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,9,23,0,0,0,0,0,18,19,20,0,0,0,0,8,0,0,0,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0,19,0,15,7,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,23,17,0,0,0,0,7,0,9,0,12,0,0,0,0,0,0,0,14,0,37,0,50,15,8,0,27,9,0,0,11,0,9,0,0,0,0,9,0,0,0,0,0,4,0,24,0,7,0,19,21,6,0,0,23,0,0,0,8,8,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,22,0,0,0,24,0,45,0,0,0,22,0,0,24,25,0,0,0,15,0,26,16
"Gene943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,289,0,313,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,0,0,346,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,283,0,0,0,0,0,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,221,0,154,0,0,0,0,0,0,331,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene945",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Gene946",30,35,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,10,0,66,0,0,0,0,0,37,0,0,57,0,26,0,34,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0,0,45,0,0,36,0,0,0,0,0,0,23,0,11,29,0,0,0,0,43,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,15,18,23,0,0,0,0,0,0,0,35,15,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,24,0,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,11,0,11,0,0,0,0,0,0,28,0,0,0,0,18,0,0,57,21,0,0,0,0,0,0,18,0,0,0,14,0,0,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,15,0,0,0,33,10,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,20,0,0,27,0,24,0,0,0,0,0,0,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,0,0,0,6,0,0,0,23,7,0,48,0,43,0,0,0,0,0,0,0,0,0,7,53,0,15,0,14,0,0,43,0,0,0,0,0,0,0,0,0,0,0,35,0,26,32,0,0,20,32,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,23,0,0,0,0,14,25,27,0,21,0,0,12,0,10,31,0,0,0,19,0,19,0,0,0,0,0,19,0,0,0,0,0,27,0,0,0,0,0,0,0,41,0,0,34,19,28,0,0,35,0,0,0,14,0,0,0,0,0,0,0,0,0,26,49,0,26,0,0,0,0,0,18,14,0,47,0,0,0,0,5,24,19,0,0,0,10,0,30,0,21,19,0,18,0,0,0,0,0,0,0,0,0,23,0,0,0,11,0,36,22,0,0,0,0,17,0,37,0,0,0,0,0,18,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,19,0,0,36,0,0,33,0,0,0,0,0,0,32,0,0,0,29,0,25,0,0,0,0,0,0,0,17,15,0,12,0,17,0,14,0
"Gene947",0,0,0,81,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,16,0,71,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,65,49,65,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,66,0,0,0,0,54,77,0,183,0,0,52,0,68,0,0,0,90,67,0,0,0,0,41,0,0,0,0,0,0,0,41,0,52,276,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,0,0,0,61,0,0,84,0,43,0,0,0,48,0,0,0,0,0,0,84,0,94,0,0,79,0,0,0,0,0,0,0,0,33,0,0,0,0,52,45,0,0,0,0,73,0,0,0,0,0,0,0,130,0,80,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,90,53,0,0,0,0,0,0,51,0,0,76,0,120,0,36,0,47,81,0,101,0,0,0,0,179,0,0,0,49,0,0,0,0,103,0,62,90,0,0,35,0,0,0,0,0,0,0,241,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,37,0,56,0,0,71,0,0,0,0,0,36,0,0,0,35,0,0,176,0,0,0,0,0,0,45,0,0,0,0,0,54,0,78,0,0,0,0,0,0,0,0,38,0,0,0,43,0,62,0,55,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,47,0,0,0,0,0,84,0,0,0,38,0,0,0,0,0,0,0,0,0,206,102,0,0,0,0,0,0,0,0,0,0
"Gene948",6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,0,0,2,0,0,0,2,0,0,2,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,3,1,0,0,5,0,1,0,1,0,0,3,0,1,0,0,0,0,0,2,0,0,2,0,0,1,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,6,0,0,0,3,2,0,0,0,0,2,3,0,0,2,0,0,0,2,0,0,0,0,0,0,1,2,2,0,0,4,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,3,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,1,0,0,0,6,0,0,0,1,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,4,0,0,1,0,0,0,2,0,0,0,5,0,0,0,1,0,1,0,0,3,0,0,0,5,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,6,1,0,4,0,1,1,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,2,0,0,2,0,1,1,0,4,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,1,0,0,5,0,1,0,1,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,1,0,0,0,3,0,0,1,0,0,0,0,0,1,4,0,0,0,1,0,0,1,0,0,0,2,3,0,0,0,0,4,0,0,0,2,0,1,0,0,0
"Gene949",0,11,0,4,0,0,1,7,0,8,0,0,0,0,30,0,0,0,0,0,0,4,0,0,0,3,0,0,16,0,0,6,0,0,22,25,0,0,9,3,2,9,0,0,0,0,0,0,6,0,0,16,0,0,4,0,0,4,0,0,0,29,10,0,3,9,0,1,5,10,2,0,0,0,0,0,0,10,16,3,0,4,0,0,0,0,0,3,0,0,20,0,5,7,2,0,0,0,0,2,0,8,0,0,0,0,8,0,3,0,3,3,7,1,0,0,0,7,0,0,0,8,0,0,0,0,21,0,0,0,0,0,0,3,7,0,5,0,0,4,0,39,0,4,0,0,0,0,6,0,10,0,0,0,0,0,2,0,0,0,0,4,3,0,0,0,5,0,8,14,0,0,0,5,0,0,0,0,0,0,2,28,0,0,4,0,14,0,0,3,2,0,0,0,0,0,0,0,0,3,6,2,5,3,0,0,0,4,0,4,0,1,30,0,9,0,4,0,0,0,10,0,0,0,5,3,0,0,1,0,5,0,3,8,0,0,0,2,18,0,2,4,0,0,8,0,0,0,0,3,9,18,0,0,0,0,0,0,0,30,2,6,1,32,0,0,0,0,0,18,0,5,4,8,13,4,6,0,4,0,3,19,0,0,0,0,7,0,0,0,1,0,0,6,0,0,33,0,0,5,1,0,0,3,5,0,0,0,0,0,7,3,0,0,24,0,0,5,0,2,3,0,0,0,3,0,0,7,0,0,7,0,2,0,5,0,0,0,6,0,0,15,0,40,16,0,0,21,0,6,0,0,2,0,5,0,0,0,11,0,0,0,0,19,7,3,0,0,0,0,0,0,3,32,3,16,0,7,0,4,0,0,0,2,0,6,5,9,0,11,13,0,0,0,0,0,3,0,14,0,6,34,0,6,2,0,0,0,6,6,0,0,0,0,0,0,0,0,6,2,0,0,2,8,0,0,0,5,0,0,0,0,19,0,0,1,0,14,2,0,10,0,1,0,0,2,31,0,0,0,2,0,1,0,4,3,0,5,3,0,0,0,0,0,0,3,7,0,1,0,1,0,1,0,3,0,0,0,0,4,0,0,0,0,2,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0
"Gene950",0,9,6,10,17,0,0,20,27,0,0,0,9,25,0,0,0,11,0,0,0,0,18,0,0,1,0,43,0,17,12,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,19,0,0,0,0,0,0,0,9,16,0,0,0,0,26,0,15,0,9,0,1,4,0,0,0,0,20,9,0,0,0,17,12,12,10,0,23,0,0,0,4,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,14,0,16,0,0,0,0,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,11,0,0,1,29,19,3,8,0,0,0,0,0,20,0,0,0,0,11,8,0,0,0,0,0,3,0,0,0,0,0,0,17,22,0,0,0,13,0,0,11,0,0,0,13,21,0,0,0,0,0,0,11,0,0,6,0,0,40,5,0,4,4,0,0,0,14,12,29,0,9,0,0,0,18,0,9,0,12,0,10,0,16,24,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,4,0,23,13,0,14,18,0,0,0,0,12,14,0,6,0,0,0,0,0,0,5,0,0,13,0,11,0,0,0,0,0,0,16,4,0,34,0,3,0,0,15,0,0,0,0,3,0,0,0,0,12,0,6,0,1,0,0,5,0,0,0,34,13,10,0,0,0,14,0,17,9,0,11,0,0,0,25,0,0,0,0,0,8,0,13,7,0,16,11,0,7,0,16,0,22,0,0,0,0,5,0,7,0,11,0,0,0,0,0,0,0,5,18,0,0,0,0,0,0,12,9,0,17,8,0,0,17,0,0,7,0,0,23,2,0,0,10,0,0,12,0,0,12,0,0,10,0,0,0,0,0,14,0,4,9,0,0,0,17,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,31,0,12,18,5,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,30,23,10,0,0,0,0,20,11,0,22,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,24,0,4,0,0,0
